,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,AIR_TIME_MEAN
19159,PTU,"Platinum, AK",TOG,"Togiak, AK",26.5
19160,PTU,"Platinum, AK",WNA,"Napakiak, AK",55.75
19161,PTU,"Platinum, AK",WTL,"Tuntutuliak, AK",44.75
19162,PTV,"Porterville, CA",VIS,"Visalia, CA",23.0
19163,PTW,"Pottstown, PA",HTO,"East Hampton, NY",42.0
19164,PUB,"Pueblo, CO",ALS,"Alamosa, CO",40.0
19165,PUB,"Pueblo, CO",CEZ,"Cortez, CO",61.0
19166,PUB,"Pueblo, CO",COS,"Colorado Springs, CO",9.0
19167,PUB,"Pueblo, CO",CYS,"Cheyenne, WY",67.0
19168,PUB,"Pueblo, CO",DEN,"Denver, CO",837.4
19169,PUB,"Pueblo, CO",DLH,"Duluth, MN",115.0
19170,PUB,"Pueblo, CO",ENV,"Wendover, UT",76.0
19171,PUB,"Pueblo, CO",FMN,"Farmington, NM",111.5
19172,PUB,"Pueblo, CO",GCK,"Garden City, KS",48.0
19173,PUB,"Pueblo, CO",IFP,"Bullhead City, AZ",86.42
19174,PUB,"Pueblo, CO",LAS,"Las Vegas, NV",797.5
19175,PUB,"Pueblo, CO",LBL,"Liberal, KS",549.64
19176,PUB,"Pueblo, CO",LGU,"Logan, UT",144.0
19177,PUB,"Pueblo, CO",MSP,"Minneapolis, MN",93.43
19178,PUB,"Pueblo, CO",SUX,"Sioux City, IA",102.0
19179,PUW,"Pullman, WA",BIS,"Bismarck/Mandan, ND",104.0
19180,PUW,"Pullman, WA",BUR,"Burbank, CA",105.0
19181,PUW,"Pullman, WA",CMX,"Hancock/Houghton, MI",154.0
19182,PUW,"Pullman, WA",DEN,"Denver, CO",108.0
19183,PUW,"Pullman, WA",ELP,"El Paso, TX",137.0
19184,PUW,"Pullman, WA",EUG,"Eugene, OR",64.0
19185,PUW,"Pullman, WA",LWS,"Lewiston, ID",818.79
19186,PUW,"Pullman, WA",MSP,"Minneapolis, MN",136.0
19187,PUW,"Pullman, WA",OAK,"Oakland, CA",150.0
19188,PUW,"Pullman, WA",OMA,"Omaha, NE",132.0
19189,PUW,"Pullman, WA",PVU,"Provo, UT",71.0
19190,PUW,"Pullman, WA",RNO,"Reno, NV",70.0
19191,PUW,"Pullman, WA",SEA,"Seattle, WA",2436.83
19192,PUW,"Pullman, WA",SLC,"Salt Lake City, UT",66.5
19193,PUW,"Pullman, WA",SWO,"Stillwater, OK",165.0
19194,PUW,"Pullman, WA",YKM,"Yakima, WA",98.0
19195,PVC,"Provincetown, MA",BOS,"Boston, MA",3541.67
19196,PVC,"Provincetown, MA",HPN,"White Plains, NY",72.0
19197,PVC,"Provincetown, MA",LGA,"New York, NY",60.0
19198,PVC,"Provincetown, MA",OAJ,"Jacksonville/Camp Lejeune, NC",102.0
19199,PVC,"Provincetown, MA",SAV,"Savannah, GA",156.0
19200,PVD,"Providence, RI",ABE,"Allentown/Bethlehem/Easton, PA",78.5
19201,PVD,"Providence, RI",ACK,"Nantucket, MA",1714.13
19202,PVD,"Providence, RI",ACY,"Atlantic City, NJ",86.0
19203,PVD,"Providence, RI",AGC,"Pittsburgh, PA",285.0
19204,PVD,"Providence, RI",ALB,"Albany, NY",54.8
19205,PVD,"Providence, RI",ATL,"Atlanta, GA",6264.32
19206,PVD,"Providence, RI",AVP,"Scranton/Wilkes-Barre, PA",108.0
19207,PVD,"Providence, RI",BDL,"Hartford, CT",165.64
19208,PVD,"Providence, RI",BHM,"Birmingham, AL",154.0
19209,PVD,"Providence, RI",BNA,"Nashville, TN",1269.6
19210,PVD,"Providence, RI",BOS,"Boston, MA",28.55
19211,PVD,"Providence, RI",BTV,"Burlington, VT",45.0
19212,PVD,"Providence, RI",BUF,"Buffalo, NY",88.0
19213,PVD,"Providence, RI",BWI,"Baltimore, MD",4690.44
19214,PVD,"Providence, RI",CAE,"Columbia, SC",114.0
19215,PVD,"Providence, RI",CAK,"Akron, OH",95.0
19216,PVD,"Providence, RI",CHO,"Charlottesville, VA",78.0
19217,PVD,"Providence, RI",CHS,"Charleston, SC",136.0
19218,PVD,"Providence, RI",CID,"Cedar Rapids/Iowa City, IA",142.0
19219,PVD,"Providence, RI",CKB,"Clarksburg/Fairmont, WV",100.0
19220,PVD,"Providence, RI",CLE,"Cleveland, OH",3869.48
19221,PVD,"Providence, RI",CLT,"Charlotte, NC",2349.92
19222,PVD,"Providence, RI",CMH,"Columbus, OH",127.67
19223,PVD,"Providence, RI",CT1,"Plainville, CT",24.0
19224,PVD,"Providence, RI",DAY,"Dayton, OH",95.5
19225,PVD,"Providence, RI",DCA,"Washington, DC",1927.18
19226,PVD,"Providence, RI",DEN,"Denver, CO",251.0
19227,PVD,"Providence, RI",DTW,"Detroit, MI",2513.68
19228,PVD,"Providence, RI",EWR,"Newark, NJ",2592.5
19229,PVD,"Providence, RI",FLL,"Fort Lauderdale, FL",4640.82
19230,PVD,"Providence, RI",FWA,"Fort Wayne, IN",1839.38
19231,PVD,"Providence, RI",GRR,"Grand Rapids, MI",102.0
19232,PVD,"Providence, RI",GSO,"Greensboro/High Point, NC",340.0
19233,PVD,"Providence, RI",GSP,"Greer, SC",150.0
19234,PVD,"Providence, RI",HFD,"Hartford, CT",24.0
19235,PVD,"Providence, RI",HPN,"White Plains, NY",50.0
19236,PVD,"Providence, RI",HTO,"East Hampton, NY",28.0
19237,PVD,"Providence, RI",IAD,"Washington, DC",2999.6
19238,PVD,"Providence, RI",IND,"Indianapolis, IN",186.5
19239,PVD,"Providence, RI",ISP,"Islip, NY",139.0
19240,PVD,"Providence, RI",JAX,"Jacksonville, FL",136.33
19241,PVD,"Providence, RI",JFK,"New York, NY",55.0
19242,PVD,"Providence, RI",LAS,"Las Vegas, NV",9728.0
19243,PVD,"Providence, RI",LEX,"Lexington, KY",126.0
19244,PVD,"Providence, RI",LGA,"New York, NY",2412.27
19245,PVD,"Providence, RI",LUF,"Phoenix, AZ",348.0
19246,PVD,"Providence, RI",LUK,"Cincinnati, OH",120.0
19247,PVD,"Providence, RI",MCI,"Kansas City, MO",191.0
19248,PVD,"Providence, RI",MCO,"Orlando, FL",8093.74
19249,PVD,"Providence, RI",MDT,"Harrisburg, PA",92.0
19250,PVD,"Providence, RI",MDW,"Chicago, IL",4373.75
19251,PVD,"Providence, RI",MEM,"Memphis, TN",191.5
19252,PVD,"Providence, RI",MHT,"Manchester, NH",22.0
19253,PVD,"Providence, RI",MKE,"Milwaukee, WI",125.0
19254,PVD,"Providence, RI",MMU,"Morristown, NJ",42.0
19255,PVD,"Providence, RI",MSN,"Madison, WI",116.0
19256,PVD,"Providence, RI",MSP,"Minneapolis, MN",3254.75
19257,PVD,"Providence, RI",MSY,"New Orleans, LA",181.0
19258,PVD,"Providence, RI",MVY,"Martha's Vineyard, MA",1030.72
19259,PVD,"Providence, RI",ORD,"Chicago, IL",2207.34
19260,PVD,"Providence, RI",ORF,"Norfolk, VA",68.0
19261,PVD,"Providence, RI",ORH,"Worcester, MA",26.0
19262,PVD,"Providence, RI",PBI,"West Palm Beach/Palm Beach, FL",172.0
19263,PVD,"Providence, RI",PHF,"Newport News/Williamsburg, VA",70.0
19264,PVD,"Providence, RI",PHL,"Philadelphia, PA",2293.79
19265,PVD,"Providence, RI",PHX,"Phoenix, AZ",9431.67
19266,PVD,"Providence, RI",PIT,"Pittsburgh, PA",100.4
19267,PVD,"Providence, RI",PVD,"Providence, RI",47.0
19268,PVD,"Providence, RI",PWM,"Portland, ME",55.0
19269,PVD,"Providence, RI",RDU,"Raleigh/Durham, NC",816.38
19270,PVD,"Providence, RI",RFD,"Rockford, IL",120.0
19271,PVD,"Providence, RI",RIC,"Richmond, VA",123.0
19272,PVD,"Providence, RI",RME,"Rome, NY",45.0
19273,PVD,"Providence, RI",RSW,"Fort Myers, FL",172.0
19274,PVD,"Providence, RI",SAN,"San Diego, CA",333.0
19275,PVD,"Providence, RI",SAV,"Savannah, GA",196.0
19276,PVD,"Providence, RI",SBN,"South Bend, IN",150.0
19277,PVD,"Providence, RI",SDF,"Louisville, KY",296.38
19278,PVD,"Providence, RI",SEA,"Seattle, WA",320.0
19279,PVD,"Providence, RI",SHD,"Staunton, VA",75.0
19280,PVD,"Providence, RI",STL,"St, Louis, MO",140.0
19281,PVD,"Providence, RI",SWF,"Newburgh/Poughkeepsie, NY",57.0
19282,PVD,"Providence, RI",TEB,"Teterboro, NJ",74.57
19283,PVD,"Providence, RI",TPA,"Tampa, FL",4322.37
19284,PVD,"Providence, RI",TRI,"Bristol/Johnson City/Kingsport, TN",110.0
19285,PVD,"Providence, RI",TVC,"Traverse City, MI",113.0
19286,PVU,"Provo, UT",ATL,"Atlanta, GA",177.0
19287,PVU,"Provo, UT",AUS,"Austin, TX",129.0
19288,PVU,"Provo, UT",BUR,"Burbank, CA",148.5
19289,PVU,"Provo, UT",BZN,"Bozeman, MT",96.0
19290,PVU,"Provo, UT",DAL,"Dallas, TX",129.0
19291,PVU,"Provo, UT",DEN,"Denver, CO",906.62
19292,PVU,"Provo, UT",DFW,"Dallas/Fort Worth, TX",122.0
19293,PVU,"Provo, UT",ELP,"El Paso, TX",93.0
19294,PVU,"Provo, UT",LWS,"Lewiston, ID",78.0
19295,PVU,"Provo, UT",MSY,"New Orleans, LA",168.0
19296,PVU,"Provo, UT",SAT,"San Antonio, TX",312.0
19297,PVU,"Provo, UT",SFO,"San Francisco, CA",84.0
19298,PVU,"Provo, UT",SLC,"Salt Lake City, UT",15.2
19299,PVU,"Provo, UT",TUP,"Tupelo, MS",156.0
19300,PVY,"Pope Vanoy, AK",ILI,"Iliamna, AK",38.63
19301,PVY,"Pope Vanoy, AK",KNK,"Kokhanok, AK",11.0
19302,PVY,"Pope Vanoy, AK",PDB,"Pedro Bay, AK",23.5
19303,PVY,"Pope Vanoy, AK",PTH,"Port Heiden, AK",51.0
19304,PWA,"Oklahoma City, OK",PUB,"Pueblo, CO",114.0
19305,PWK,"Chicago, IL",BOS,"Boston, MA",126.0
19306,PWK,"Chicago, IL",CMI,"Champaign/Urbana, IL",106.0
19307,PWK,"Chicago, IL",HPN,"White Plains, NY",102.0
19308,PWK,"Chicago, IL",TEX,"Telluride, CO",174.0
19309,PWM,"Portland, ME",ABE,"Allentown/Bethlehem/Easton, PA",98.67
19310,PWM,"Portland, ME",ACY,"Atlantic City, NJ",83.56
19311,PWM,"Portland, ME",ALB,"Albany, NY",100.17
19312,PWM,"Portland, ME",ATL,"Atlanta, GA",7379.74
19313,PWM,"Portland, ME",BDL,"Hartford, CT",89.33
19314,PWM,"Portland, ME",BGR,"Bangor, ME",1327.79
19315,PWM,"Portland, ME",BNA,"Nashville, TN",215.0
19316,PWM,"Portland, ME",BOS,"Boston, MA",80.0
19317,PWM,"Portland, ME",BTV,"Burlington, VT",134.25
19318,PWM,"Portland, ME",BUF,"Buffalo, NY",71.5
19319,PWM,"Portland, ME",BWI,"Baltimore, MD",3211.43
19320,PWM,"Portland, ME",CAE,"Columbia, SC",128.0
19321,PWM,"Portland, ME",CAK,"Akron, OH",110.0
19322,PWM,"Portland, ME",CAR,"Caribou, ME",159.0
19323,PWM,"Portland, ME",CLE,"Cleveland, OH",1143.38
19324,PWM,"Portland, ME",CLT,"Charlotte, NC",2132.9
19325,PWM,"Portland, ME",CVG,"Cincinnati, OH",118.0
19326,PWM,"Portland, ME",DAL,"Dallas, TX",213.0
19327,PWM,"Portland, ME",DCA,"Washington, DC",3380.04
19328,PWM,"Portland, ME",DSM,"Des Moines, IA",175.0
19329,PWM,"Portland, ME",DTW,"Detroit, MI",4624.45
19330,PWM,"Portland, ME",EWR,"Newark, NJ",5049.44
19331,PWM,"Portland, ME",FNT,"Flint, MI",119.5
19332,PWM,"Portland, ME",FOK,"Westhampton, NY",72.0
19333,PWM,"Portland, ME",FWA,"Fort Wayne, IN",106.0
19334,PWM,"Portland, ME",GRR,"Grand Rapids, MI",121.0
19335,PWM,"Portland, ME",GSO,"Greensboro/High Point, NC",146.0
19336,PWM,"Portland, ME",HPN,"White Plains, NY",60.0
19337,PWM,"Portland, ME",HTO,"East Hampton, NY",54.0
19338,PWM,"Portland, ME",IAD,"Washington, DC",1947.0
19339,PWM,"Portland, ME",JFK,"New York, NY",3547.68
19340,PWM,"Portland, ME",LAN,"Lansing, MI",131.0
19341,PWM,"Portland, ME",LGA,"New York, NY",1949.85
19342,PWM,"Portland, ME",MBS,"Saginaw/Bay City/Midland, MI",116.0
19343,PWM,"Portland, ME",MCI,"Kansas City, MO",174.0
19344,PWM,"Portland, ME",MCO,"Orlando, FL",1383.47
19345,PWM,"Portland, ME",MDT,"Harrisburg, PA",90.33
19346,PWM,"Portland, ME",MEM,"Memphis, TN",1748.36
19347,PWM,"Portland, ME",MHT,"Manchester, NH",31.5
19348,PWM,"Portland, ME",ORD,"Chicago, IL",3623.95
19349,PWM,"Portland, ME",ORF,"Norfolk, VA",87.0
19350,PWM,"Portland, ME",PHL,"Philadelphia, PA",3593.67
19351,PWM,"Portland, ME",PIT,"Pittsburgh, PA",113.0
19352,PWM,"Portland, ME",PQI,"Presque Isle/Houlton, ME",3514.75
19353,PWM,"Portland, ME",SAV,"Savannah, GA",180.5
19354,PWM,"Portland, ME",TRI,"Bristol/Johnson City/Kingsport, TN",182.0
19355,PWM,"Portland, ME",TYS,"Knoxville, TN",139.0
19356,PWM,"Portland, ME",YNG,"Youngstown/Warren, OH",95.0
19357,PWT,"Bremerton, WA",CLM,"Port Angeles, WA",42.0
19358,PWT,"Bremerton, WA",FRD,"Friday Harbor, WA",84.33
19359,PWT,"Bremerton, WA",KEH,"Kenmore, WA",66.5
19360,PWT,"Bremerton, WA",LKE,"Seattle, WA",79.0
19361,PWT,"Bremerton, WA",PWT,"Bremerton, WA",85.0
19362,PWT,"Bremerton, WA",RSJ,"Rosario, WA",49.0
19363,PWT,"Bremerton, WA",SEA,"Seattle, WA",267.9
19364,PYM,"Plymouth, MA",BDR,"Bridgeport, CT",54.0
19365,PYM,"Plymouth, MA",GSO,"Greensboro/High Point, NC",88.0
19366,PYM,"Plymouth, MA",HPN,"White Plains, NY",48.0
19367,QQB,"Keyes Point, AK",ANC,"Anchorage, AK",49.67
19368,QQN,"Woodlake, CA",VIS,"Visalia, CA",15.0
19369,QQT,"Peachtree City, GA",VNY,"Van Nuys, CA",234.0
19370,QQT,"Peachtree City, GA",YIP,"Detroit, MI",115.0
19371,QQY,"San Marcos, TX",AUZ,"Aurora, IL",174.0
19372,QQY,"San Marcos, TX",LIT,"Little Rock, AR",69.0
19373,QQY,"San Marcos, TX",PIA,"Peoria, IL",114.0
19374,QSO,"Southbridge, MA",SHD,"Staunton, VA",126.0
19375,RAC,"Racine, WI",IAD,"Washington, DC",83.0
19376,RAC,"Racine, WI",TEB,"Teterboro, NJ",108.0
19377,RAC,"Racine, WI",YIP,"Detroit, MI",37.0
19378,RAP,"Rapid City, SD",ATW,"Appleton, WI",84.0
19379,RAP,"Rapid City, SD",AZA,"Phoenix, AZ",1275.5
19380,RAP,"Rapid City, SD",COS,"Colorado Springs, CO",78.0
19381,RAP,"Rapid City, SD",CPR,"Casper, WY",47.67
19382,RAP,"Rapid City, SD",DEN,"Denver, CO",3492.74
19383,RAP,"Rapid City, SD",DFW,"Dallas/Fort Worth, TX",2885.65
19384,RAP,"Rapid City, SD",EAU,"Eau Claire, WI",78.0
19385,RAP,"Rapid City, SD",ENV,"Wendover, UT",86.0
19386,RAP,"Rapid City, SD",FAR,"Fargo, ND",58.0
19387,RAP,"Rapid City, SD",FSD,"Sioux Falls, SD",1231.41
19388,RAP,"Rapid City, SD",FSM,"Fort Smith, AR",134.0
19389,RAP,"Rapid City, SD",GCC,"Gillette, WY",38.0
19390,RAP,"Rapid City, SD",GFK,"Grand Forks, ND",57.5
19391,RAP,"Rapid City, SD",GJT,"Grand Junction, CO",66.0
19392,RAP,"Rapid City, SD",IAH,"Houston, TX",216.5
19393,RAP,"Rapid City, SD",IFP,"Bullhead City, AZ",125.25
19394,RAP,"Rapid City, SD",LAS,"Las Vegas, NV",1022.31
19395,RAP,"Rapid City, SD",LNK,"Lincoln, NE",57.0
19396,RAP,"Rapid City, SD",MDW,"Chicago, IL",103.0
19397,RAP,"Rapid City, SD",MKE,"Milwaukee, WI",104.0
19398,RAP,"Rapid City, SD",MSP,"Minneapolis, MN",2677.7
19399,RAP,"Rapid City, SD",ORD,"Chicago, IL",2112.67
19400,RAP,"Rapid City, SD",PIR,"Pierre, SD",60.0
19401,RAP,"Rapid City, SD",PSC,"Pasco/Kennewick/Richland, WA",120.0
19402,RAP,"Rapid City, SD",RAP,"Rapid City, SD",38.0
19403,RAP,"Rapid City, SD",SJT,"San Angelo, TX",113.0
19404,RAP,"Rapid City, SD",SLC,"Salt Lake City, UT",3957.46
19405,RAP,"Rapid City, SD",SPS,"Wichita Falls, TX",188.0
19406,RBB,"Ugashik, AK",ANC,"Anchorage, AK",167.0
19407,RBG,"Roseburg, OR",EUG,"Eugene, OR",494.75
19408,RBG,"Roseburg, OR",MFR,"Medford, OR",100.5
19409,RBG,"Roseburg, OR",OTH,"North Bend/Coos Bay, OR",28.5
19410,RBG,"Roseburg, OR",PDX,"Portland, OR",61.0
19411,RBH,"Brooks Lodge, AK",AKN,"King Salmon, AK",1018.71
19412,RBH,"Brooks Lodge, AK",KEK,"Ekwok, AK",46.0
19413,RBH,"Brooks Lodge, AK",LKK,"Kulik Lake, AK",227.82
19414,RBH,"Brooks Lodge, AK",RBH,"Brooks Lodge, AK",6.0
19415,RBW,"Walterboro, SC",BUR,"Burbank, CA",281.5
19416,RBY,"Ruby, AK",AET,"Allakaket, AK",42.0
19417,RBY,"Ruby, AK",ANC,"Anchorage, AK",234.18
19418,RBY,"Ruby, AK",ENN,"Nenana, AK",56.0
19419,RBY,"Ruby, AK",FAI,"Fairbanks, AK",350.94
19420,RBY,"Ruby, AK",FBK,"Fairbanks, AK",0.62
19421,RBY,"Ruby, AK",GAL,"Galena, AK",147.52
19422,RBY,"Ruby, AK",HSL,"Huslia, AK",36.5
19423,RBY,"Ruby, AK",HUS,"Hughes, AK",46.67
19424,RBY,"Ruby, AK",KAL,"Kaltag, AK",49.5
19425,RBY,"Ruby, AK",KSM,"St, Mary's, AK",160.0
19426,RBY,"Ruby, AK",KYU,"Koyukuk, AK",30.11
19427,RBY,"Ruby, AK",LMA,"Lake Minchumina, AK",41.0
19428,RBY,"Ruby, AK",MCG,"McGrath, AK",46.0
19429,RBY,"Ruby, AK",MLY,"Manley Hot Springs, AK",51.0
19430,RBY,"Ruby, AK",MNT,"Minto, AK",51.0
19431,RBY,"Ruby, AK",NUL,"Nulato, AK",35.13
19432,RBY,"Ruby, AK",RMP,"Rampart, AK",56.0
19433,RBY,"Ruby, AK",SHX,"Shageluk, AK",65.0
19434,RBY,"Ruby, AK",SVS,"Stevens Village, AK",86.0
19435,RBY,"Ruby, AK",TAL,"Tanana, AK",274.89
19436,RCE,"Roche Harbor, WA",ESD,"Eastsound, WA",102.0
19437,RCE,"Roche Harbor, WA",FRD,"Friday Harbor, WA",44.97
19438,RCE,"Roche Harbor, WA",KEH,"Kenmore, WA",129.42
19439,RCE,"Roche Harbor, WA",LKE,"Seattle, WA",522.28
19440,RCE,"Roche Harbor, WA",LPS,"Lopez Island, WA",115.04
19441,RCE,"Roche Harbor, WA",PWT,"Bremerton, WA",68.0
19442,RCE,"Roche Harbor, WA",RCE,"Roche Harbor, WA",74.0
19443,RCE,"Roche Harbor, WA",RSJ,"Rosario, WA",140.71
19444,RCE,"Roche Harbor, WA",TIW,"Tacoma, WA",49.0
19445,RCE,"Roche Harbor, WA",WSX,"Westsound, WA",78.97
19446,RDB,"Red Dog, AK",ABL,"Ambler, AK",73.1
19447,RDB,"Red Dog, AK",ANC,"Anchorage, AK",470.37
19448,RDB,"Red Dog, AK",BKC,"Buckland, AK",59.67
19449,RDB,"Red Dog, AK",DRG,"Deering, AK",73.0
19450,RDB,"Red Dog, AK",FAI,"Fairbanks, AK",117.0
19451,RDB,"Red Dog, AK",IAN,"Kiana, AK",55.43
19452,RDB,"Red Dog, AK",KVL,"Kivalina, AK",32.33
19453,RDB,"Red Dog, AK",OBU,"Kobuk, AK",75.0
19454,RDB,"Red Dog, AK",OME,"Nome, AK",57.0
19455,RDB,"Red Dog, AK",ORV,"Noorvik, AK",63.09
19456,RDB,"Red Dog, AK",OTZ,"Kotzebue, AK",146.88
19457,RDB,"Red Dog, AK",PHO,"Point Hope, AK",35.5
19458,RDB,"Red Dog, AK",RDB,"Red Dog, AK",69.0
19459,RDB,"Red Dog, AK",SCC,"Deadhorse, AK",72.0
19460,RDB,"Red Dog, AK",SHG,"Shungnak, AK",70.5
19461,RDB,"Red Dog, AK",WLK,"Selawik, AK",62.56
19462,RDB,"Red Dog, AK",WTK,"Noatak, AK",24.92
19463,RDD,"Redding, CA",ACV,"Arcata/Eureka, CA",442.25
19464,RDD,"Redding, CA",BUR,"Burbank, CA",65.0
19465,RDD,"Redding, CA",CEC,"Crescent City, CA",38.0
19466,RDD,"Redding, CA",CIC,"Chico, CA",17.0
19467,RDD,"Redding, CA",CVO,"Corvallis, OR",94.0
19468,RDD,"Redding, CA",EKA,"Eureka, CA",40.0
19469,RDD,"Redding, CA",ENV,"Wendover, UT",59.5
19470,RDD,"Redding, CA",EUG,"Eugene, OR",48.0
19471,RDD,"Redding, CA",IFP,"Bullhead City, AZ",74.5
19472,RDD,"Redding, CA",LAX,"Los Angeles, CA",2142.0
19473,RDD,"Redding, CA",LMT,"Klamath Falls, OR",28.0
19474,RDD,"Redding, CA",OAK,"Oakland, CA",144.0
19475,RDD,"Redding, CA",SBP,"San Luis Obispo, CA",81.0
19476,RDD,"Redding, CA",SCK,"Stockton, CA",42.0
19477,RDD,"Redding, CA",SFO,"San Francisco, CA",7477.58
19478,RDD,"Redding, CA",SJC,"San Jose, CA",42.0
19479,RDD,"Redding, CA",SMF,"Sacramento, CA",1699.57
19480,RDG,"Reading, PA",AUS,"Austin, TX",240.0
19481,RDG,"Reading, PA",LEX,"Lexington, KY",84.0
19482,RDG,"Reading, PA",MCO,"Orlando, FL",209.5
19483,RDG,"Reading, PA",MQY,"Smyrna, TN",104.0
19484,RDG,"Reading, PA",STL,"St, Louis, MO",156.0
19485,RDM,"Bend/Redmond, OR",AZA,"Phoenix, AZ",793.33
19486,RDM,"Bend/Redmond, OR",BFI,"Seattle, WA",73.0
19487,RDM,"Bend/Redmond, OR",BOI,"Boise, ID",39.0
19488,RDM,"Bend/Redmond, OR",COS,"Colorado Springs, CO",140.0
19489,RDM,"Bend/Redmond, OR",DEN,"Denver, CO",3516.75
19490,RDM,"Bend/Redmond, OR",ENV,"Wendover, UT",48.67
19491,RDM,"Bend/Redmond, OR",EUG,"Eugene, OR",144.2
19492,RDM,"Bend/Redmond, OR",FAT,"Fresno, CA",131.0
19493,RDM,"Bend/Redmond, OR",GJT,"Grand Junction, CO",125.0
19494,RDM,"Bend/Redmond, OR",HDN,"Hayden, CO",130.0
19495,RDM,"Bend/Redmond, OR",LAS,"Las Vegas, NV",838.0
19496,RDM,"Bend/Redmond, OR",LMT,"Klamath Falls, OR",60.0
19497,RDM,"Bend/Redmond, OR",MFR,"Medford, OR",57.5
19498,RDM,"Bend/Redmond, OR",ONT,"Ontario, CA",92.0
19499,RDM,"Bend/Redmond, OR",OTH,"North Bend/Coos Bay, OR",59.0
19500,RDM,"Bend/Redmond, OR",PDX,"Portland, OR",1595.72
19501,RDM,"Bend/Redmond, OR",PIH,"Pocatello, ID",95.0
19502,RDM,"Bend/Redmond, OR",PSC,"Pasco/Kennewick/Richland, WA",44.0
19503,RDM,"Bend/Redmond, OR",PSP,"Palm Springs, CA",104.0
19504,RDM,"Bend/Redmond, OR",RBG,"Roseburg, OR",55.0
19505,RDM,"Bend/Redmond, OR",SEA,"Seattle, WA",3808.93
19506,RDM,"Bend/Redmond, OR",SFO,"San Francisco, CA",5983.69
19507,RDM,"Bend/Redmond, OR",SJC,"San Jose, CA",130.0
19508,RDM,"Bend/Redmond, OR",SLC,"Salt Lake City, UT",4387.67
19509,RDU,"Raleigh/Durham, NC",ABE,"Allentown/Bethlehem/Easton, PA",108.86
19510,RDU,"Raleigh/Durham, NC",ABI,"Abilene, TX",208.0
19511,RDU,"Raleigh/Durham, NC",ABQ,"Albuquerque, NM",235.0
19512,RDU,"Raleigh/Durham, NC",ACY,"Atlantic City, NJ",153.88
19513,RDU,"Raleigh/Durham, NC",AFW,"Dallas/Fort Worth, TX",155.0
19514,RDU,"Raleigh/Durham, NC",ALB,"Albany, NY",1273.89
19515,RDU,"Raleigh/Durham, NC",AMA,"Amarillo, TX",223.0
19516,RDU,"Raleigh/Durham, NC",ANC,"Anchorage, AK",442.0
19517,RDU,"Raleigh/Durham, NC",AND,"Anderson, SC",126.33
19518,RDU,"Raleigh/Durham, NC",ATL,"Atlanta, GA",2885.45
19519,RDU,"Raleigh/Durham, NC",AUS,"Austin, TX",171.5
19520,RDU,"Raleigh/Durham, NC",AVL,"Asheville, NC",46.0
19521,RDU,"Raleigh/Durham, NC",AZO,"Kalamazoo, MI",99.0
19522,RDU,"Raleigh/Durham, NC",BDL,"Hartford, CT",1108.03
19523,RDU,"Raleigh/Durham, NC",BED,"Bedford, MA",106.78
19524,RDU,"Raleigh/Durham, NC",BFM,"Mobile, AL",90.0
19525,RDU,"Raleigh/Durham, NC",BGR,"Bangor, ME",111.0
19526,RDU,"Raleigh/Durham, NC",BHM,"Birmingham, AL",80.0
19527,RDU,"Raleigh/Durham, NC",BMG,"Bloomington, IN",174.5
19528,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",3163.74
19529,RDU,"Raleigh/Durham, NC",BOS,"Boston, MA",3695.42
19530,RDU,"Raleigh/Durham, NC",BTR,"Baton Rouge, LA",141.0
19531,RDU,"Raleigh/Durham, NC",BUF,"Buffalo, NY",75.0
19532,RDU,"Raleigh/Durham, NC",BWG,"Bowling Green, KY",73.0
19533,RDU,"Raleigh/Durham, NC",BWI,"Baltimore, MD",1925.39
19534,RDU,"Raleigh/Durham, NC",CAE,"Columbia, SC",42.5
19535,RDU,"Raleigh/Durham, NC",CHO,"Charlottesville, VA",28.5
19536,RDU,"Raleigh/Durham, NC",CHS,"Charleston, SC",52.67
19537,RDU,"Raleigh/Durham, NC",CKB,"Clarksburg/Fairmont, WV",43.5
19538,RDU,"Raleigh/Durham, NC",CLE,"Cleveland, OH",2618.75
19539,RDU,"Raleigh/Durham, NC",CLT,"Charlotte, NC",882.75
19540,RDU,"Raleigh/Durham, NC",CMH,"Columbus, OH",1014.91
19541,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",1322.67
19542,RDU,"Raleigh/Durham, NC",DAB,"Daytona Beach, FL",79.0
19543,RDU,"Raleigh/Durham, NC",DAL,"Dallas, TX",154.5
19544,RDU,"Raleigh/Durham, NC",DAY,"Dayton, OH",116.5
19545,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",2813.33
19546,RDU,"Raleigh/Durham, NC",DEN,"Denver, CO",5388.86
19547,RDU,"Raleigh/Durham, NC",DFW,"Dallas/Fort Worth, TX",13415.3
19548,RDU,"Raleigh/Durham, NC",DSM,"Des Moines, IA",182.0
19549,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1220.17
19550,RDU,"Raleigh/Durham, NC",ELP,"El Paso, TX",318.0
19551,RDU,"Raleigh/Durham, NC",EVV,"Evansville, IN",93.0
19552,RDU,"Raleigh/Durham, NC",EWN,"New Bern/Morehead/Beaufort, NC",24.0
19553,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",2345.38
